STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,ADJUSTMENT,Adjustment,TRANSFORMATION,Transformation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,23.26,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2000,,16.23,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2024,,11.9,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,8.86,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,4.68,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,7.1,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,11.96,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,13.75,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,2,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,6.5,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,13.75,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,14.25,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,10,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,7.25,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,11,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,10.75,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,8.75,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,11.7,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,18.23,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,17.51,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,17.05,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,13.75,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,11.25,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,13.25,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,BRA,Brazil,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2001,,19,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,2.9,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,2.9,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,3.25,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1998,,4.59,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1997,,8.55,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1996,,9,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1995,,10.44,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2024,,2.9,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,2.9,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,3.25,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,3.25,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,3.25,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,3.25,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,2.79,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,2.79,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,3.33,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,3.33,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,3.33,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,3.33,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,2.7,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,2.7,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2001,,3.24,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2000,,3.24,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1999,,3.24,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,2.9,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,2.9,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,2.9,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,2.9,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,CHN,China (People’s Republic of),A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,2.9,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,HRV,Croatia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,3,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,HRV,Croatia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,3,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,HRV,Croatia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,6.33333333333333,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,HRV,Croatia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1999,,7.4,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,HRV,Croatia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1998,,5.9,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,HRV,Croatia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1997,,6.05,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,HRV,Croatia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1996,,7.83333333333333,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,HRV,Croatia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1995,,8.5,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,HRV,Croatia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2024,,3.6565411353205977,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,HRV,Croatia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,7,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,HRV,Croatia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,7,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,HRV,Croatia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,7,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,HRV,Croatia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,8,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,HRV,Croatia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,9,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,HRV,Croatia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,9,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,HRV,Croatia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,9,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,HRV,Croatia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,4.5,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,HRV,Croatia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,4.5,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,HRV,Croatia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,4.5,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,SVN,Slovenia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,0.0734,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,SVN,Slovenia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,0.627,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,SVN,Slovenia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,0.4981,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,SVN,Slovenia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,0.3546,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,SVN,Slovenia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,2.4864,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,SVN,Slovenia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,3.8791,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,SVN,Slovenia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,3.28,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,SVN,Slovenia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,3.73,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,SVN,Slovenia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,3.32,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,SVN,Slovenia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2024,,3.1026865,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,SVN,Slovenia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,3.90344210526316,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),Key short-term economic indicators,I,SVN,Slovenia,A,Annual,IRSTCI,"Immediate interest rates, call money, interbank rate",PA,Percent per annum,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,1.50396476190476,,A,Normal value,0,Units,1,One,,
